wikidata_id,label_en,label_sv,category
Q10435649,Brismene country municipality,Brismene landskommun,Administrative_Entity
Q10435870,,Bro landskommun,Administrative_Entity
Q10435871,,Bro landskommun,Administrative_Entity
Q10435868,,Bro landskommun,Administrative_Entity
Q10435874,,Bro och Låssa landskommun,Administrative_Entity
Q10435875,Bro och Vätö hundred,Bro och Vätö skeppslag,Administrative_Entity
Q10435872,,Bro landskommun,Administrative_Entity
Q10435908,Broby Municipality,Broby kommun,Administrative_Entity
Q10435909,,Broby landskommun,Administrative_Entity
Q10435948,Broddarps,Broddarps landskommun,Administrative_Entity
Q10435955,,Broddetorps landskommun,Administrative_Entity
Q10436028,Bromma landskommun,Bromma landskommun,Administrative_Entity
Q10436029,,Bromma landskommun,Administrative_Entity
Q10436033,Bromma city district,Bromma stadsdelsområde,Administrative_Entity
Q10436355,,Brunflo tingslag,Administrative_Entity
Q10436352,,Brunflo landskommun,Administrative_Entity
Q10436388,,Brunnby landskommun,Administrative_Entity
Q10436397,,Brunneby landskommun,Administrative_Entity
Q10436432,,Brunnhems landskommun,Administrative_Entity
Q10436438,,Brunns landskommun,Administrative_Entity
Q10436445,Brunnsbo,Brunnsbo,Administrative_Entity
Q10436495,,Brunskogs landskommun,Administrative_Entity
Q10436902,,Bräcke landskommun,Administrative_Entity
Q10436927,,Bräkne-Hoby landskommun,Administrative_Entity
Q10436931,,Bräkne och Karlshamns domsaga,Administrative_Entity
Q10436940,,Brämhults landskommun,Administrative_Entity
Q10436977,,Brännkyrka landskommun,Administrative_Entity
Q10437009,,Brågarps landskommun,Administrative_Entity
Q10437017,,Brålanda kommun,Administrative_Entity
Q10437025,,Bråttensby och Landa landskommun,Administrative_Entity
Q10437114,,Brönnestads landskommun,Administrative_Entity
Q10437121,,Brösarps landskommun,Administrative_Entity
Q10437640,,Bullarens landskommun,Administrative_Entity
Q10437749,,Bunge landskommun,Administrative_Entity
Q10437756,,Bunkeflo landskommun,Administrative_Entity
Q10437823,,Bureå landskommun,Administrative_Entity
Q10437942,Burs landskommun,Burs landskommun,Administrative_Entity
Q249378,Vingåker Municipality,Vingåkers kommun,Administrative_Entity
Q253430,Tyresö Palace,Tyresö slott,Administrative_Entity
Q254799,Älmhult Municipality,Älmhults kommun,Administrative_Entity
Q1779071,Nyköping Castle,Nyköpingshus,Administrative_Entity
Q1779992,Hanseatic town of Visby,Hansestaden Visby,Administrative_Entity
Q1794909,Lundby,Lundby,Administrative_Entity
Q1807458,Knutstorp Castle,Knutstorps borg,Administrative_Entity
Q1810918,Malmö Castle,Malmöhus,Administrative_Entity
Q511297,Vårgårda Municipality,Vårgårda kommun,Administrative_Entity
Q511310,Bjuv Municipality,Bjuvs kommun,Administrative_Entity
Q501540,Malå Municipality,Malå kommun,Administrative_Entity
Q501545,Falun Municipality,Falu kommun,Administrative_Entity
Q501551,Vansbro Municipality,Vansbro kommun,Administrative_Entity
Q502298,Landskrona Municipality,Landskrona kommun,Administrative_Entity
Q503102,Bollebygd Municipality,Bollebygds kommun,Administrative_Entity
Q255025,Älvsbyn Municipality,Älvsbyns kommun,Administrative_Entity
Q255206,Ängelholm Municipality,Ängelholms kommun,Administrative_Entity
Q263877,Huskvarna,Huskvarna,Administrative_Entity
Q1839127,,Angarns landskommun,Administrative_Entity
Q1891413,Skokloster Castle,Skoklosters slott,Administrative_Entity
Q2241779,Johannisborg,Johannisborg,Administrative_Entity
Q2242752,Nynäs Castle,Nynäs slott,Administrative_Entity
Q2243791,Tynnelsö Castle,Tynnelsö slott,Administrative_Entity
Q2352016,Stora Tuna Rural Municipality,Stora Tuna landskommun,Administrative_Entity
Q2452489,Triberga Castle,Triberga borg,Administrative_Entity
Q511326,Säffle Municipality,Säffle kommun,Administrative_Entity
Q511338,Vellinge Municipality,Vellinge kommun,Administrative_Entity
Q503111,Herrljunga Municipality,Herrljunga kommun,Administrative_Entity
Q503122,Grums Municipality,Grums kommun,Administrative_Entity
Q503127,Essunga Municipality,Essunga kommun,Administrative_Entity
Q511365,Arvika Municipality,Arvika kommun,Administrative_Entity
Q511394,Kungälv Municipality,Kungälvs kommun,Administrative_Entity
Q266401,Höör Municipality,Höörs kommun,Administrative_Entity
Q267030,Mjölby Municipality,Mjölby kommun,Administrative_Entity
Q267462,Bengtsfors Municipality,Bengtsfors kommun,Administrative_Entity
Q10437950,Burseryd Municipality,Burseryds kommun,Administrative_Entity
Q10437986,,Burträsks tingslag,Administrative_Entity
Q10437984,Burträsk municipality,Burträsks kommun,Administrative_Entity
Q10438088,Buttle rural municipality,Buttle landskommun,Administrative_Entity
Q10438119,,By landskommun,Administrative_Entity
Q10438120,,By landskommun,Administrative_Entity
Q10438137,,Byarums landskommun,Administrative_Entity
Q10438166,,Bygdeå tingslag,Administrative_Entity
Q10438165,Bygdeå municipality,Bygdeå kommun,Administrative_Entity
Q10438283,,Byske landskommun,Administrative_Entity
Q10438375,,Bäckaby landskommun,Administrative_Entity
Q10438392,,Bäcke landskommun,Administrative_Entity
Q10438396,,Bäckebo landskommun,Administrative_Entity
Q10438406,,Bäckefors landskommun,Administrative_Entity
Q10438429,,Bäcks landskommun,Administrative_Entity
Q10438436,,Bäckseda landskommun,Administrative_Entity
Q10438474,,Bälinge landskommun,Administrative_Entity
Q10438472,,Bälinge landskommun,Administrative_Entity
Q10438473,,Bälinge landskommun,Administrative_Entity
Q10438489,,Bällefors landskommun,Administrative_Entity
Q10438497,,Bäls landskommun,Administrative_Entity
Q10438515,,Bärbo landskommun,Administrative_Entity
Q10438522,Bäreberg country municipality,Bärebergs landskommun,Administrative_Entity
Q10438527,,Bärfendals landskommun,Administrative_Entity
Q10438573,,Bäve landskommun,Administrative_Entity
Q10438610,,Båraryds landskommun,Administrative_Entity
Q10438617,,Bårslövs landskommun,Administrative_Entity
Q10438628,,Båstads landskommun,Administrative_Entity
Q10438670,,Böda landskommun,Administrative_Entity
Q10438691,,Böja landskommun,Administrative_Entity
Q10438720,,Böne landskommun,Administrative_Entity
Q10438739,,Börje landskommun,Administrative_Entity
Q10438746,,Börringe landskommun,Administrative_Entity
Q10438755,,Börrums landskommun,Administrative_Entity
Q10438775,,Börstils landskommun,Administrative_Entity
Q10438773,Börstig's country municipality,Börstigs landskommun,Administrative_Entity
Q10438785,,Bösarps landskommun,Administrative_Entity
Q10465857,Daga Municipality,Daga kommun,Administrative_Entity
Q10465944,,Dagsbergs landskommun,Administrative_Entity
Q10465957,,Dagstorps landskommun,Administrative_Entity
Q10465966,,Dagsås landskommun,Administrative_Entity
Q10466047,,Dala landskommun,Administrative_Entity
Q10466078,,Dalarö landskommun,Administrative_Entity
Q10466122,,Dalby landskommun,Administrative_Entity
Q10466121,Dalby Municipality,Dalby kommun,Administrative_Entity
Q10466191,,Dalhems landskommun,Administrative_Entity
Q10466192,,Dalhems landskommun,Administrative_Entity
Q10466210,,Dalköpinge landskommun,Administrative_Entity
Q10466243,,Dals-Eds landskommun,Administrative_Entity
Q10466253,Dals Rural Municipality,Dals landskommun,Administrative_Entity
Q10466261,,Dalsjöfors kommun,Administrative_Entity
Q10466266,,Dalskogs landskommun,Administrative_Entity
Q10466281,,Dalstorps kommun,Administrative_Entity
Q10466296,,Dalums landskommun,Administrative_Entity
Q10466495,Danaborg Fort,Danaborg,Administrative_Entity
Q10466519,,Danderyds fögderi,Administrative_Entity
Q10466525,,Danderyds landskommun,Administrative_Entity
Q10466607,,Danmarks landskommun,Administrative_Entity
Q10466624,Dannemora Municipality,Dannemora kommun,Administrative_Entity
Q10466632,,Dannike landskommun,Administrative_Entity
Q10466639,,Dannäs landskommun,Administrative_Entity
Q2642771,Gagnef Municipality,Gagnefs kommun,Administrative_Entity
Q2645774,Hovby rural municipality,Hovby landskommun,Administrative_Entity
Q2645911,Röke landskommun,Röke landskommun,Administrative_Entity
Q2757682,Örebro Castle,Örebro slott,Administrative_Entity
Q2777887,Årjäng Municipality,Årjängs kommun,Administrative_Entity
Q2915892,Tosterup Castle,Tosterups slott,Administrative_Entity
Q270813,Ådals-Liden,Ådals-Lidens landskommun,Administrative_Entity
Q271079,Åmål Municipality,Åmåls kommun,Administrative_Entity
Q503132,Dals-Ed Municipality,Dals-Eds kommun,Administrative_Entity
Q503144,Eskilstuna Municipality,Eskilstuna kommun,Administrative_Entity
Q511407,Hagfors Municipality,Hagfors kommun,Administrative_Entity
Q511426,Vänersborg Municipality,Vänersborgs kommun,Administrative_Entity
Q511438,Stenungsund Municipality,Stenungsunds kommun,Administrative_Entity
Q2943721,Stocksund,Stocksund,Administrative_Entity
Q2969726,Lindholmen Castle,Lindholmens borgruin,Administrative_Entity
Q3120654,Lidingö Municipality,Lidingö kommun,Administrative_Entity
Q3193375,Säve,Säve,Administrative_Entity
Q3430743,Gladsaxehus,Gladsax hus,Administrative_Entity
Q3431505,Skanörs borg,Skanörs borg,Administrative_Entity
Q3431535,Lillö,Lillö borgruin,Administrative_Entity
Q271107,Ånge Municipality,Ånge kommun,Administrative_Entity
Q271153,Åre Municipality,Åre kommun,Administrative_Entity
Q503148,Grästorp Municipality,Grästorps kommun,Administrative_Entity
Q503162,Alingsås Municipality,Alingsås kommun,Administrative_Entity
Q512002,Hultsfred Municipality,Hultsfreds kommun,Administrative_Entity
Q271274,Åsele Municipality,Åsele kommun,Administrative_Entity
Q271340,Åtvidaberg Municipality,Åtvidabergs kommun,Administrative_Entity
Q280562,Värnamo Municipality,Värnamo kommun,Administrative_Entity
Q512035,Eksjö Municipality,Eksjö kommun,Administrative_Entity
Q512048,Jokkmokk Municipality,Jokkmokks kommun,Administrative_Entity
Q513370,Kävlinge Municipality,Kävlinge kommun,Administrative_Entity
Q513421,Härjedalen Municipality,Härjedalens kommun,Administrative_Entity
Q285894,Nora Municipality,Nora kommun,Administrative_Entity
Q293928,Öckerö Municipality,Öckerö kommun,Administrative_Entity
Q10466850,Daretorp country municipality,Daretorps landskommun,Administrative_Entity
Q10467683,Degeberga municipality,Degeberga kommun,Administrative_Entity
Q10467699,,Degerfors landskommun,Administrative_Entity
Q10467704,,Degerfors tingslag,Administrative_Entity
Q10468282,,Delsbo landskommun,Administrative_Entity
Q10468285,,Delsbo tingslag,Administrative_Entity
Q10472678,,Dillnäs landskommun,Administrative_Entity
Q10472785,Dimbo municipality,Dimbo kommun,Administrative_Entity
Q10473019,,Dingtuna landskommun,Administrative_Entity
Q10474972,,Djurröds landskommun,Administrative_Entity
Q10474977,,Djursdala landskommun,Administrative_Entity
Q10475002,Djurö Municipality,Djurö kommun,Administrative_Entity
Q10475826,,Domnarvets landskommun,Administrative_Entity
Q10476076,,Dorotea kommun,Administrative_Entity
Q10476441,,Dragsmarks landskommun,Administrative_Entity
Q10476822,,Drevs landskommun,Administrative_Entity
Q10476953,,Drothems landskommun,Administrative_Entity
Q10477004,Drottningskär Citadel,Drottningskärs kastell,Administrative_Entity
Q10477222,,Drängsereds landskommun,Administrative_Entity
Q10477575,,Dunkers landskommun,Administrative_Entity
Q10478555,,Dädesjö landskommun,Administrative_Entity
Q10478564,,Dänningelanda landskommun,Administrative_Entity
Q10478660,,Döderhults landskommun,Administrative_Entity
Q10478699,,Dörarps landskommun,Administrative_Entity
Q10478704,,Dörby landskommun,Administrative_Entity
Q10478715,,Dösjebro landskommun,Administrative_Entity
Q10479828,,Eda landskommun,Administrative_Entity
Q10479852,,Edebo landskommun,Administrative_Entity
Q10479863,,Edefors landskommun,Administrative_Entity
Q10479894,,Edestads landskommun,Administrative_Entity
Q10479950,,Eds landskommun,Administrative_Entity
Q10479951,,Eds landskommun,Administrative_Entity
Q10479963,Edsbergs landskommun,Edsbergs landskommun,Administrative_Entity
Q10479972,,Edsbro landskommun,Administrative_Entity
Q10479980,,Edsele landskommun,Administrative_Entity
Q10479985,,Edshults landskommun,Administrative_Entity
Q10479991,,Edsleskogs landskommun,Administrative_Entity
Q10480007,,Edsvära landskommun,Administrative_Entity
Q10480136,,Edåsa landskommun,Administrative_Entity
Q10480201,,Eftra landskommun,Administrative_Entity
Q10480209,,Egby landskommun,Administrative_Entity
Q10480252,,Eggby landskommun,Administrative_Entity
Q10480264,,Eggvena landskommun,Administrative_Entity
Q10480489,,Ekby landskommun,Administrative_Entity
Q10480493,,Eke landskommun,Administrative_Entity
Q10480497,,Ekeberga landskommun,Administrative_Entity
Q10480534,,Ekeby landskommun,Administrative_Entity
Q10480535,,Ekeby landskommun,Administrative_Entity
Q10480538,,Ekeby landskommun,Administrative_Entity
Q10480539,,Ekeby och Gällersta landskommun,Administrative_Entity
Q10480536,Ekeby Municipality,Ekeby kommun,Administrative_Entity
Q10480537,Ekeby rural municipality,Ekeby landskommun,Administrative_Entity
Q10480550,,Ekebyborna landskommun,Administrative_Entity
Q10480593,,Ekers landskommun,Administrative_Entity
Q10480600,,Ekerö landskommun,Administrative_Entity
Q10480610,,Ekeskogs landskommun,Administrative_Entity
Q10480758,,Eks landskommun,Administrative_Entity
Q10480763,,Ekshärads kommun,Administrative_Entity
Q10480773,,Eksjö landskommun,Administrative_Entity
Q10480788,,Eksta landskommun,Administrative_Entity
Q10481146,Eldsberga municipality,Eldsberga kommun,Administrative_Entity
Q10481541,Eling's country municipality,Elings landskommun,Administrative_Entity
Q10481756,,Eljaröds landskommun,Administrative_Entity
Q10481763,Ella gård,Ella Gård,Administrative_Entity
Q503167,Aneby Municipality,Aneby kommun,Administrative_Entity
Q3575781,,Bremen,Administrative_Entity
Q3622443,Edsberg,Edsberg,Administrative_Entity
Q3656330,Viksjö,Viksjö,Administrative_Entity
Q3656522,Häggvik,Häggvik,Administrative_Entity
Q3656669,Helenelund,Helenelund,Administrative_Entity
Q4713397,,Frösunda landskommun,Administrative_Entity
Q4918191,Biskopsgården,Biskopsgården,Administrative_Entity
Q4919680,Björkekärr,Björkekärr,Administrative_Entity
Q4948589,Boteå Court District,Boteå tingslag,Administrative_Entity
Q4956603,Brandbergen,Brandbergen,Administrative_Entity
Q4992715,Ängsö Castle,Ängsö slott,Administrative_Entity
Q5215713,Danderyd Ship District,Danderyds skeppslag,Administrative_Entity
Q5400861,,Nedertorneå landskommun,Administrative_Entity
Q5963236,Härlanda,Härlanda,Administrative_Entity
Q5963259,Hässelby,Hässelby,Administrative_Entity
Q503173,Lysekil Municipality,Lysekils kommun,Administrative_Entity
Q503180,Finspång Municipality,Finspångs kommun,Administrative_Entity
Q7879261,Bodum rural municipality,Bodums landskommun,Administrative_Entity
Q7879461,,Frostvikens kommun,Administrative_Entity
Q293970,Ödeshög Municipality,Ödeshögs kommun,Administrative_Entity
Q297718,Örebro Municipality,Örebro kommun,Administrative_Entity
Q514707,Krokom Municipality,Krokoms kommun,Administrative_Entity
Q514722,Nordmaling Municipality,Nordmalings kommun,Administrative_Entity
Q6382976,Norrviken,Norrviken,Administrative_Entity
Q6554440,Linköping Castle,Linköpings slott,Administrative_Entity
Q6710905,Långedrag,Långedrag,Administrative_Entity
Q7053218,Norra Botkyrka,Norra Botkyrka,Administrative_Entity
Q7088549,Olsborg Castle,Olsborg,Administrative_Entity
Q7163450,Penningby Castle,Penningby slott,Administrative_Entity
Q7335048,Rinkeby city district,Rinkeby stadsdelsområde,Administrative_Entity
Q7536146,Skogås,Skogås,Administrative_Entity
Q7640552,Sunnersberg,Sunnersbergs landskommun,Administrative_Entity
Q7654287,Sweden,Sverige,Administrative_Entity
Q7666395,Sölvesborgs län,Sölvesborgs län,Administrative_Entity
Q7709915,Voxna,Voxna landskommun,Administrative_Entity
Q7800937,Tidö Castle,Tidö slott,Administrative_Entity
Q7826719,Torpa,Torpa,Administrative_Entity
Q7872553,Fjällsjö Municipality,Fjällsjö kommun,Administrative_Entity
Q503184,Ludvika Municipality,Ludvika kommun,Administrative_Entity
Q503188,Lerum Municipality,Lerums kommun,Administrative_Entity
Q297936,Örkelljunga Municipality,Örkelljunga kommun,Administrative_Entity
Q298003,Örnsköldsvik Municipality,Örnsköldsviks kommun,Administrative_Entity
Q301259,Järfälla Municipality,Järfälla kommun,Administrative_Entity
Q514739,Ljusnarsberg Municipality,Ljusnarsbergs kommun,Administrative_Entity
Q514756,Mörbylånga Municipality,Mörbylånga kommun,Administrative_Entity
Q503193,Gullspång Municipality,Gullspångs kommun,Administrative_Entity
Q503198,Habo Municipality,Habo kommun,Administrative_Entity
Q306789,Östersund Municipality,Östersunds kommun,Administrative_Entity
Q307370,Östra Göinge Municipality,Östra Göinge kommun,Administrative_Entity
Q514770,Strömsund Municipality,Strömsunds kommun,Administrative_Entity
Q514805,Nordanstig Municipality,Nordanstigs kommun,Administrative_Entity
Q514815,Kramfors Municipality,Kramfors kommun,Administrative_Entity
Q503204,Filipstad Municipality,Filipstads kommun,Administrative_Entity
Q503209,Borlänge Municipality,Borlänge kommun,Administrative_Entity
Q503214,Falköping Municipality,Falköpings kommun,Administrative_Entity
Q307569,Överkalix Municipality,Överkalix kommun,Administrative_Entity
Q307603,Övertorneå Municipality,Övertorneå kommun,Administrative_Entity
Q10481771,,Elleholms landskommun,Administrative_Entity
Q10482299,,Emmislövs landskommun,Administrative_Entity
Q10484050,,Endre landskommun,Administrative_Entity
Q10484252,,Enhörna landskommun,Administrative_Entity
Q10484291,Enköpings-Näs county municipality,Enköpings-Näs landskommun,Administrative_Entity
Q10484300,,Enköpings fögderi,Administrative_Entity
Q10484357,,Karesuando tingslag,Administrative_Entity
Q10484419,,Enskede stadsdelsområde,Administrative_Entity
Q10484433,Enslöv municipality,Enslövs kommun,Administrative_Entity
Q10485125,,Enåkers landskommun,Administrative_Entity
Q10485130,,Enångers landskommun,Administrative_Entity
Q10485135,,Enångers tingslag,Administrative_Entity
Q10487721,,Eriksbergs landskommun,Administrative_Entity
Q10487731,Eriksbo,Eriksbo,Administrative_Entity
Q10487758,,Erikstads landskommun,Administrative_Entity
Q10487776,,Eringsboda landskommun,Administrative_Entity
Q10488439,,Erska landskommun,Administrative_Entity
Q10488490,,Ervalla landskommun,Administrative_Entity
Q10489003,,Esarps landskommun,Administrative_Entity
Q10489065,,Eskelhems landskommun,Administrative_Entity
Q10489071,,Eskilstorps landskommun,Administrative_Entity
Q10489089,,Eskilstuna fögderi,Administrative_Entity
Q10489105,,Eskilsäters landskommun,Administrative_Entity
Q10489202,Essunga municipality,Essunga kommun,Administrative_Entity
Q10489251,,Estuna landskommun,Administrative_Entity
Q10489262,,Etelhems landskommun,Administrative_Entity
Q10492767,,Everlövs landskommun,Administrative_Entity
Q10492820,,Everöds landskommun,Administrative_Entity
Q10493546,,Fagereds landskommun,Administrative_Entity
Q10493560,,Fagerhults landskommun,Administrative_Entity
Q10493579,,Fagersta fögderi,Administrative_Entity
Q10493767,,Falköpings östra landskommun,Administrative_Entity
Q10493765,,Falköpings västra landskommun,Administrative_Entity
Q10493882,,Falu domsagas södra tingslag,Administrative_Entity
Q10493881,,Falu domsagas norra tingslag,Administrative_Entity
Q10494055,,Fardhems landskommun,Administrative_Entity
Q10494073,,Farhults landskommun,Administrative_Entity
Q10494079,,Faringe landskommun,Administrative_Entity
Q10494175,,Farstorps landskommun,Administrative_Entity
Q10494286,,Fasterna landskommun,Administrative_Entity
Q10494536,,Felestads landskommun,Administrative_Entity
Q10494565,,Fellingsbro landskommun,Administrative_Entity
Q10494615,,Femsjö landskommun,Administrative_Entity
Q10494943,,Fide landskommun,Administrative_Entity
Q10495150,,Filipstads fögderi,Administrative_Entity
Q10495203,,Films landskommun,Administrative_Entity
Q10495352,,Finja landskommun,Administrative_Entity
Q10495516,,Finnekumla landskommun,Administrative_Entity
Q10495521,,Finnerödja landskommun,Administrative_Entity
Q10495550,,Finnskoga-Dalby kommun,Administrative_Entity
Q10495776,,Fiskebäckskils landskommun,Administrative_Entity
Q10495914,Fittja country municipality,Fittja landskommun,Administrative_Entity
Q10495938,,Fivelstads landskommun,Administrative_Entity
Q10495942,,Fivlereds landskommun,Administrative_Entity
Q10495954,,Fjelie landskommun,Administrative_Entity
Q10495997,,Fjälkestads landskommun,Administrative_Entity
Q10496002,,Fjälkinge landskommun,Administrative_Entity
Q10496066,,Fjällsjö tingslag,Administrative_Entity
Q10496092,,Fjärdhundra landskommun,Administrative_Entity
Q10496101,Fjärestads Rural Municipality,Fjärestads landskommun,Administrative_Entity
Q10496124,Fjärås municipality,Fjärås kommun,Administrative_Entity
Q10496262,,Flakebergs landskommun,Administrative_Entity
Q10496550,Flatås,Flatås,Administrative_Entity
Q10496650,,Fleninge landskommun,Administrative_Entity
Q10496656,,Flens landskommun,Administrative_Entity
Q10496664,,Fleringe landskommun,Administrative_Entity
Q10496830,,Flisby landskommun,Administrative_Entity
Q10496836,Flieseryd municipality,Fliseryds kommun,Administrative_Entity
Q10496847,,Flistads landskommun,Administrative_Entity
Q10496848,,Flistads landskommun,Administrative_Entity
Q10496857,,Flo landskommun,Administrative_Entity
Q503361,Malmö Municipality,Malmö kommun,Administrative_Entity
Q503746,Sollentuna Municipality,Sollentuna kommun,Administrative_Entity
Q514830,Bromölla Municipality,Bromölla kommun,Administrative_Entity
Q514858,Lindesberg Municipality,Lindesbergs kommun,Administrative_Entity
Q504219,Trelleborg Municipality,Trelleborgs kommun,Administrative_Entity
Q515235,Ljusdal Municipality,Ljusdals kommun,Administrative_Entity
Q515250,Mönsterås Municipality,Mönsterås kommun,Administrative_Entity
Q338752,Orust Municipality,Orusts kommun,Administrative_Entity
Q339637,Kristianstad County,Kristianstads län,Administrative_Entity
Q340350,Visborg,Visborg,Administrative_Entity
Q366672,Löfstad Castle,Löfstad slott,Administrative_Entity
Q366683,Rydboholm Castle,Rydboholms slott,Administrative_Entity
Q372141,Älvsborg Fortress,Älvsborg,Administrative_Entity
Q374794,Region Gotland,Region Gotland,Administrative_Entity
Q504227,Svalöv Municipality,Svalövs kommun,Administrative_Entity
Q504235,Ljungby Municipality,Ljungby kommun,Administrative_Entity
Q504239,Mora Municipality,Mora kommun,Administrative_Entity
Q504244,Rättvik Municipality,Rättviks kommun,Administrative_Entity
Q376003,Bjurholm Municipality,Bjurholms kommun,Administrative_Entity
Q382808,Ulricehamn Municipality,Ulricehamns kommun,Administrative_Entity
Q515266,Skurup Municipality,Skurups kommun,Administrative_Entity
Q515282,Lekeberg Municipality,Lekebergs kommun,Administrative_Entity
Q10546002,,Klagstorps landskommun,Administrative_Entity
Q10546228,,Klevshults landskommun,Administrative_Entity
Q10546295,,Klintehamns landskommun,Administrative_Entity
Q10546292,,Klinte landskommun,Administrative_Entity
Q10546399,,Klockrike landskommun,Administrative_Entity
Q10546400,,Klockrike och Brunneby landskommun,Administrative_Entity
Q10546438,,Klosters landskommun,Administrative_Entity
Q10546506,,Kläckeberga landskommun,Administrative_Entity
Q10546513,,Klädesholmens landskommun,Administrative_Entity
Q10546552,,Klövedals landskommun,Administrative_Entity
Q10546568,,Klövsjö landskommun,Administrative_Entity
Q10546673,Knislinge Municipality,Knislinge kommun,Administrative_Entity
Q10546678,,Knista landskommun,Administrative_Entity
Q10546694,,Knivsta landskommun,Administrative_Entity
Q10546756,,Knutby landskommun,Administrative_Entity
Q10546803,Knäred municipality,Knäreds kommun,Administrative_Entity
Q10546808,,Knästorps landskommun,Administrative_Entity
Q10546812,,Knätte landskommun,Administrative_Entity
Q10546903,,Kode landskommun,Administrative_Entity
Q10547066,,Kolbäcks landskommun,Administrative_Entity
Q10547188,Kolmården municipality,Kolmårdens landskommun,Administrative_Entity
Q10547223,,Kolsva landskommun,Administrative_Entity
Q10547576,,Konga landskommun,Administrative_Entity
Q10547884,,Konungsunds landskommun,Administrative_Entity
Q10547959,,Kopparbergs och Aspeboda tingslag,Administrative_Entity
Q10548142,,Korpilombolo tingslag,Administrative_Entity
Q10548140,,Korpilombolo landskommun,Administrative_Entity
Q10548184,,Korsberga landskommun,Administrative_Entity
Q10548185,,Korsberga landskommun,Administrative_Entity
Q10548371,,Kosta skjutfält,Administrative_Entity
Q10549140,,Kristbergs landskommun,Administrative_Entity
Q10549144,,Kristdala landskommun,Administrative_Entity
Q10549183,,Kristianopels landskommun,Administrative_Entity
Q10549205,,Kristianstads domsaga,Administrative_Entity
Q10549258,,Kristinehamns fögderi,Administrative_Entity
Q10549303,,Kristvalla landskommun,Administrative_Entity
Q10549357,,Krogsereds landskommun,Administrative_Entity
Q10549367,,Krokeks landskommun,Administrative_Entity
Q10549397,,Krokstads landskommun,Administrative_Entity
Q10549548,,Kroppa landskommun,Administrative_Entity
Q10549549,,Kroppefjälls landskommun,Administrative_Entity
Q10549557,,Kropps landskommun,Administrative_Entity
Q10549660,,Kräcklinge landskommun,Administrative_Entity
Q10549673,,Kräklingbo landskommun,Administrative_Entity
Q10549704,Kråk proving ground,Kråks skjutfält,Administrative_Entity
Q10549708,,Kråkshults landskommun,Administrative_Entity
Q10549715,,Kråksmåla landskommun,Administrative_Entity
Q10549781,,Kuddby landskommun,Administrative_Entity
Q10549880,Kulla country municipality,Kulla landskommun,Administrative_Entity
Q10549913,,Kullerstads landskommun,Administrative_Entity
Q10549918,,Kullings-Skövde landskommun,Administrative_Entity
Q10549929,,Kulltorps landskommun,Administrative_Entity
Q10550070,,Kumla landskommun,Administrative_Entity
Q10550071,,Kumla landskommun,Administrative_Entity
Q10550072,,Kumla landskommun,Administrative_Entity
Q10550144,,Kung Karls landskommun,Administrative_Entity
Q10550246,,Kungs-Barkarö landskommun,Administrative_Entity
Q10550253,Kungs-Husby county municipality,Kungs-Husby landskommun,Administrative_Entity
Q10550306,,Kungshamns landskommun,Administrative_Entity
Q10550350,,Kungslena landskommun,Administrative_Entity
Q10550401,,Kungsäters landskommun,Administrative_Entity
Q10550406,,Kungsåra landskommun,Administrative_Entity
Q10550948,,Kvarsebo landskommun,Administrative_Entity
Q10551056,,Kvenneberga landskommun,Administrative_Entity
Q10551060,,Kverrestads landskommun,Administrative_Entity
Q10551072,,Kvibille kommun,Administrative_Entity
Q10551082,,Kvidinge hed,Administrative_Entity
Q10551086,Kvidinge municipality,Kvidinge kommun,Administrative_Entity
Q10551093,,Kviinge landskommun,Administrative_Entity
Q10551102,,Kville landskommun,Administrative_Entity
Q10551110,Kvillinge municipality,Kvillinge landskommun,Administrative_Entity
Q10551194,,Kvistbro landskommun,Administrative_Entity
Q10551203,,Kvistofta landskommun,Administrative_Entity
Q504249,Perstorp Municipality,Perstorps kommun,Administrative_Entity
Q504257,Olofström Municipality,Olofströms kommun,Administrative_Entity
Q515299,Kinda Municipality,Kinda kommun,Administrative_Entity
Q515318,Nybro Municipality,Nybro kommun,Administrative_Entity
Q389040,Munkedal Municipality,Munkedals kommun,Administrative_Entity
Q10496862,,Floby landskommun,Administrative_Entity
Q10496887,,Floda landskommun,Administrative_Entity
Q10496889,,Floda landskommun,Administrative_Entity
Q10497025,,Flundre landskommun,Administrative_Entity
Q10497171,,Fläckebo landskommun,Administrative_Entity
Q10497202,,Flädie landskommun,Administrative_Entity
Q10497274,,Fogdö landskommun,Administrative_Entity
Q10497298,,Fole landskommun,Administrative_Entity
Q10497481,,Folkunga landskommun,Administrative_Entity
Q10497511,,Folkärna landskommun,Administrative_Entity
Q10497521,,Follingbo landskommun,Administrative_Entity
Q10498029,,Fornåsa landskommun,Administrative_Entity
Q10498054,,Fors kommun,Administrative_Entity
Q10498055,,Fors landskommun,Administrative_Entity
Q10498057,,Fors landskommun,Administrative_Entity
Q10498073,,Forsa landskommun,Administrative_Entity
Q10498099,,Forsby landskommun,Administrative_Entity
Q10498107,Forserums landskommun,Forserums landskommun,Administrative_Entity
Q10498118,,Forsheda landskommun,Administrative_Entity
Q10498123,,Forshems landskommun,Administrative_Entity
Q10498132,,Forshälla landskommun,Administrative_Entity
Q10498158,,Forsmarks landskommun,Administrative_Entity
Q10498170,,Forssa landskommun,Administrative_Entity
Q10498248,,Fosie landskommun,Administrative_Entity
